종목코드,종목명,섹터
373200,하인크코리아,IT하드웨어
005930,삼성전자,반도체
000660,SK하이닉스,반도체
402340,SK스퀘어,반도체
000990,DB하이텍,반도체
058470,리노공업,반도체
240810,원익IPS,반도체
005290,동진쎄미켐,반도체
357780,솔브레인,반도체
039030,이오테크닉스,반도체
036930,주성엔지니어링,반도체
067310,하나마이크론,반도체
042700,한미반도체,반도체
084370,유진테크,반도체
166090,하나머티리얼즈,반도체
064760,티씨케이,반도체
195870,해성디에스,반도체
036540,SFA반도체,반도체
131970,테스나,반도체
319660,피에스케이,반도체
033640,네패스,반도체
082270,젬백스,반도체
086390,유니테스트,반도체
101490,에스앤에스텍,반도체
074600,원익QnC,반도체
095610,테스,반도체
348210,넥스틴,반도체
036830,솔브레인홀딩스,반도체
095340,ISC,반도체
183300,코미코,반도체
061970,엘비세미콘,반도체
059090,미코,반도체
036810,에프에스티,반도체
092220,KEC,반도체
089970,에이피티씨,반도체
089030,테크윙,반도체
064290,인텍플러스,반도체
101160,월덱스,반도체
080580,오킨스전자,반도체
131290,티에스이,반도체
011930,신성이엔지,반도체
031980,피에스케이홀딩스,반도체
036200,유니셈,반도체
281820,케이씨텍,반도체
083450,GST,반도체
033160,엠케이전자,반도체
200710,에이디테크놀로지,반도체
053610,프로텍,반도체
039440,에스티아이,반도체
030530,원익홀딩스,반도체
083310,엘오티베큠,반도체
114810,아이원스,반도체
054450,텔레칩스,반도체
077500,유니퀘스트,반도체
079370,제우스,반도체
092070,디엔에프,반도체
102120,어보브반도체,반도체
144960,뉴파워프라즈마,반도체
119830,아이텍,반도체
080220,제주반도체,반도체
003160,디아이,반도체
029460,케이씨,반도체
227950,엔투텍,반도체
122640,예스티,반도체
330860,네패스아크,반도체
077360,덕산하이메탈,반도체
094360,칩스앤미디어,반도체
049080,기가레인,반도체
241790,오션브릿지,반도체
232140,와이아이케이,반도체
232680,라온테크,반도체
033170,시그네틱스,반도체
066310,큐에스아이,반도체
160980,싸이맥스,반도체
382800,지앤비에스엔지니어링,반도체
078350,한양디지텍,반도체
092870,엑시콘,반도체
089890,코세스,반도체
269620,시스웍,반도체
267320,나인테크,반도체
252990,샘씨엔에스,반도체
322310,오로스테크놀로지,반도체
097800,윈팩,반도체
098120,마이크로컨텍솔,반도체
200470,에이팩트,반도체
059120,아진엑스텍,반도체
264660,씨앤지하이테크,반도체
303030,지니틱스,반도체
093640,다믈멀티미디어,반도체
140070,서플러스글로벌,반도체
123010,폴라리스웍스,반도체
376190,엘비루셈,반도체
052900,KMH하이텍,반도체
117670,알파홀딩스,반도체
080520,오디텍,반도체
089790,제이티,반도체
147760,마이크로프랜드,반도체
025560,미래산업,반도체
171010,램테크놀러지,반도체
142210,유니트론텍,반도체
217500,러셀,반도체
219130,타이거일렉,반도체
073570,WI,반도체
241770,메카로,반도체
224060,코디엠,반도체
006200,한국전자홀딩스,반도체
092600,앤씨앤,반도체
217190,제너셈,반도체
071280,로체시스템즈,반도체
306620,네온테크,반도체
222160,바이옵트로,반도체
052860,아이앤씨,반도체
087600,픽셀플러스,반도체
356860,티엘비,반도체
050090,휘닉스소재,반도체
253590,네오셈,반도체
032580,피델릭스,반도체
311320,지오엘리먼트,반도체
054940,엑사이엔씨,반도체
096610,알에프세미,반도체
089530,에이티세미콘,반도체
045300,성우테크론,반도체
024850,피에스엠씨,반도체
006400,삼성SDI,IT가전
373220,LG에너지솔루션,IT가전
066570,LG전자,IT가전
066970,엘앤에프,IT가전
247540,에코프로비엠,IT가전
361610,SK아이이테크놀로지,IT가전
278280,천보,IT가전
336260,두산퓨얼셀,IT가전
137400,피엔티,IT가전
222080,씨아이에스,IT가전
348370,엔켐,IT가전
001820,삼화콘덴서,IT가전
026890,스틱인베스트먼트,IT가전
382840,원준,IT가전
131390,원익피앤이,IT가전
033180,KH 필룩스,IT가전
082920,비츠로셀,IT가전
259630,엠플러스,IT가전
078890,가온미디어,IT가전
047310,파워로직스,IT가전
058610,에스피지,IT가전
243840,신흥에스이씨,IT가전
009470,삼화전기,IT가전
196490,디에이테크놀로지,IT가전
115160,휴맥스,IT가전
008700,아남전자,IT가전
064240,홈캐스트,IT가전
084730,팅크웨어,IT가전
087260,모바일어플라이언스,IT가전
290670,대보마그네틱,IT가전
005680,삼영전자,IT가전
036010,아비코전자,IT가전
288620,에스퓨얼셀,IT가전
079960,동양이엔피,IT가전
273640,와이엠텍,IT가전
302430,이노메트리,IT가전
012340,뉴인텍,IT가전
377330,이지트로닉스,IT가전
382480,지아이텍,IT가전
217820,엔에스,IT가전
134580,탑코미디어,IT가전
312610,에이에프더블류,IT가전
037030,파워넷,IT가전
111870,KH 일렉트론,IT가전
297570,알로이스,IT가전
042110,에스씨디,IT가전
032540,TJ미디어,IT가전
043260,성호전자,IT가전
002230,피에스텍,IT가전
038950,파인디지털,IT가전
032750,삼진,IT가전
054630,에이디칩스,IT가전
014910,성문전자,IT가전
027040,서울전자통신,IT가전
028080,휴맥스홀딩스,IT가전
187270,신화콘텍,IT가전
009140,경인전자,IT가전
034220,LG디스플레이,디스플레이
108320,LX세미콘,디스플레이
121800,비덴트,디스플레이
046890,서울반도체,디스플레이
272290,이녹스첨단소재,디스플레이
213420,덕산네오룩스,디스플레이
265520,AP시스템,디스플레이
123860,아나패스,디스플레이
317330,덕산테코피아,디스플레이
108230,톱텍,디스플레이
149950,아바텍,디스플레이
109740,디에스케이,디스플레이
004710,한솔테크닉스,디스플레이
092190,서울바이오시스,디스플레이
095500,미래나노텍,디스플레이
054620,APS홀딩스,디스플레이
052420,오성첨단소재,디스플레이
051360,토비스,디스플레이
256940,케이피에스,디스플레이
040910,아이씨디,디스플레이
078150,HB테크놀러지,디스플레이
068790,DMS,디스플레이
052330,코텍,디스플레이
187870,디바이스이엔지,디스플레이
141000,비아트론,디스플레이
082850,우리바이오,디스플레이
347770,핌스,디스플레이
027580,상보,디스플레이
083930,아바코,디스플레이
036090,위지트,디스플레이
049950,미래컴퍼니,디스플레이
117730,티로보틱스,디스플레이
256630,포인트엔지니어링,디스플레이
155650,와이엠씨,디스플레이
226440,한송네오텍,디스플레이
255440,야스,디스플레이
065130,탑엔지니어링,디스플레이
137080,나래나노텍,디스플레이
297890,HB솔루션,디스플레이
143540,영우디에스피,디스플레이
110990,디아이티,디스플레이
011690,와이투솔루션,디스플레이
056700,신화인터텍,디스플레이
272110,케이엔제이,디스플레이
238490,힘스,디스플레이
171090,선익시스템,디스플레이
290090,트윔,디스플레이
137940,넥스트아이,디스플레이
307180,아이엘사이언스,디스플레이
088130,동아엘텍,디스플레이
080000,에스엔유,디스플레이
037330,인지디스플레,디스플레이
079810,디이엔티,디스플레이
036170,클라우드에어,디스플레이
083500,에프엔에스테크,디스플레이
351320,에스에이티이엔지,디스플레이
131760,파인텍,디스플레이
020760,일진디스플,디스플레이
090470,제이스텍,디스플레이
170920,엘티씨,디스플레이
153490,우리이앤엘,디스플레이
121850,코이즈,디스플레이
041520,이라이콤,디스플레이
009310,참엔지니어링,디스플레이
037400,우리조명,디스플레이
049120,파인디앤씨,디스플레이
290520,신도기연,디스플레이
073110,엘엠에스,디스플레이
063760,이엘피,디스플레이
079950,인베니아,디스플레이
138690,엘아이에스,디스플레이
062860,티엘아이,디스플레이
054040,한국컴퓨터,디스플레이
250930,예선테크,디스플레이
177350,베셀,디스플레이
094970,제이엠티,디스플레이
059100,아이컴포넌트,디스플레이
001210,금호전기,디스플레이
290690,소룩스,디스플레이
214310,에스엘바이오닉스,디스플레이
096870,엘디티,디스플레이
067770,세진티에스,디스플레이
321260,프로이천,디스플레이
017670,SK텔레콤,통신서비스
030200,KT,통신서비스
032640,LG유플러스,통신서비스
006490,인스코비,통신서비스
036630,세종텔레콤,통신서비스
065530,와이어블,통신서비스
025770,한국정보통신,통신서비스
001000,신라섬유,통신서비스
015760,한국전력,유틸리티
036460,한국가스공사,유틸리티
052690,한전기술,유틸리티
051600,한전KPS,유틸리티
018670,SK가스,유틸리티
130660,한전산업,유틸리티
016710,대성홀딩스,유틸리티
004690,삼천리,유틸리티
017940,E1,유틸리티
117580,대성에너지,유틸리티
053050,지에스이,유틸리티
017390,서울가스,유틸리티
071320,지역난방공사,유틸리티
267290,경동도시가스,유틸리티
015360,예스코홀딩스,유틸리티
003480,한진중공업홀딩스,유틸리티
038870,에코바이오,유틸리티
034590,인천도시가스,유틸리티
